inputSeq,outputSeq
the girl next door portrayed unpretentious way beautiful without striving attention ,The girl next door portrayed herself in an unpretentious way so that she was beautiful without striving for attention.
the unprincipled banker failed handle transactions ethically ,The unprincipled banker failed to handle the transactions ethically.
after continuing inappropriate jokes sexual harrassment store manager fired unprofessional behavior ,"After continuing his inappropriate jokes and sexual harrassment, the store manager was fired for his unprofessional behavior."
her hopes graduating unpromising failed final exams ,Her hopes of graduating were unpromising after she failed her final exams.
the candidates unpropitious speak unlikely win votes ,The candidates unpropitious speak is unlikely to win him any votes.
your alien abduction claim unproven seems extremely unlikely ,Your alien abduction claim is unproven and seems extremely unlikely.
unpunctual guests allowed enter arriving event two hours late ,Unpunctual guests were not allowed to enter after arriving at the event two hours late.
the doctor unquestionably perform surgery thing question date ,"The doctor will unquestionably perform the surgery, the only thing in question is the date."
the tassels end rug started unravel need replaced ,The tassels on the end of the rug have started to unravel and will need to be replaced.
winning lottery unreal experience dream of ,Winning the lottery is an unreal experience that most will only dream of.
the costs rent car city unreasonable make buying one seem cheaper ,The costs to rent a car in the city are unreasonable and make buying one seem cheaper.
the girls unredressed murder still bothers family since killer never caught ,The girls unredressed murder still bothers her family since the killer has never been caught.
the unrelenting storm continued destroy area seemed would never end ,The unrelenting storm continued to destroy the area and seemed as if it would never end.
since ms watson proved unreliable job i would never call i needed substitute ,"Since Ms. Watson proved she was unreliable to do her job, I would never call on her when I needed a substitute."
jim edith could agree upon divorce settlement unremitting anger towards other ,Jim and Edith could not agree upon a divorce settlement because of their unremitting anger towards each other.
even sentenced crimes smug kidnapper unrepentant ,"Even after being sentenced for his crimes, the smug kidnapper was unrepentant."
i started cry i learned love unrequited ,I started to cry when I learned my love was unrequited.
unrest country began grow leader began censor newspapers could publish ,Unrest in the country began to grow after the leader began to censor what the newspapers could publish.
even children wont listen her calm teacher remains composed unruffled ,"Even when the children wont listen to her, the calm teacher remains composed and unruffled."
police sent stop unruly drunks throwing bottles cars passing by ,Police were sent to stop the unruly drunks from throwing bottles at cars passing by.
moving unsafe neighborhood required renters get gun security system ,Moving into the unsafe neighborhood required the renters to get both a gun and a security system.
an unsatisfactory number people signed play cancelled ,An unsatisfactory number of people signed up for the play so it had to be cancelled.
the editor unsatisfied writers work asked make several changes ,The editor was unsatisfied with the writers work and asked her to make several changes.
catching whiff unsavory smell hannah quickly remembered forgotten take trash leaving vacation ,"Catching a whiff of the unsavory smell, Hannah quickly remembered that she had forgotten to take out the trash before leaving for vacation."
despite vases tumble shelf unscathed ,"Despite the vases tumble from the shelf, it is unscathed."
the unscrupulous teacher offered raise students grade gave one hundred dollars ,The unscrupulous teacher offered to raise her students grade if he gave her one hundred dollars.
william acted unseemly manner wore pajamas mothers funeral ,William acted in an unseemly manner when he wore his pajamas to his mothers funeral.
waldo remained unseen picture one kids finally spotted him ,Waldo remained unseen in the picture until one of the kids finally spotted him.
the kidney donors unselfish gift helped sick man stay alive several years ,The kidney donors unselfish gift helped the sick man stay alive for several more years.
the warrior unsheathed blade raised head plunged towards enemy ,"The warrior unsheathed the blade, raised it above his head and plunged it towards the enemy."
cinderellas unsightly stepsisters ugly reflections scared them ,Cinderellas unsightly stepsisters were so ugly that their own reflections scared them.
the new mother wished could stop family members giving unsolicited advice care baby ,The new mother wished she could stop family members from giving unsolicited advice on how to care for her baby.
the unsophisticated factory version vehicle sells much lower price one purchased bells whistles ,The unsophisticated factory version of the vehicle sells for a much lower price than one purchased with all the bells and whistles.
the murders suspect arrested unspeakable crimes jury soon hear horrible things did ,"The murders suspect was arrested for his unspeakable crimes, and the jury will soon hear about the horrible things he did."
the unstable chair crashed floor heavy farmer leaned back it ,The unstable chair crashed to the floor when the heavy farmer leaned back in it.
after years wear tear rocky table finally collapsed onto floor ,"After years of wear and tear, the rocky table finally collapsed onto the floor."
the man showed unstinting support business writing several checks hard times ,The man showed his unstinting support of the business by writing several checks during hard times.
it wasnt fell cliff rock climber realized unsubstantial rope thin climb ,It wasnt until he fell from the cliff that the rock climber realized his unsubstantial rope was too thin for the climb.
his unsubstantiated claim related royalty could taken seriously proof support it ,"His unsubstantiated claim of being related to royalty could not be taken seriously, as he had no proof to support it."
the groom happy discover wife unsullied virgin wedding night ,The groom was happy to discover his wife was an unsullied virgin on their wedding night.
an unsung champion nameless soldier never even honored heroic acts ,"An unsung champion, the nameless soldier was never even honored for his heroic acts."
because unsure answer puzzled girl didnt raise hand class ,"Because she was unsure of the answer, the puzzled girl didnt raise her hand in class."
the chefs culinary skill unsurpassed mediocre cooks kitchen ,The chefs culinary skill was unsurpassed by any of the mediocre cooks in the kitchen.
the unsuspecting driver never expected carjacked middle busy roadway ,The unsuspecting driver never expected to be carjacked in the middle of a busy roadway.
although tremaine able work 16 hour days right now kind work schedule unsustainable longterm ,"Although Tremaine is able to work 16 hour days right now, this kind of work schedule is unsustainable for long-term."
cold unsympathetic carl selfish cared problems ,"Cold and unsympathetic, Carl was selfish and only cared about his own problems."
the losing debate team untenable argument ,The losing debate team had an untenable argument.
because home untenanted landlord plenty time fix vacant property ,"Because the home is untenanted, the landlord has plenty of time to fix up the vacant property."
a maid needed help clean untidy home ,A maid is needed to help the clean the untidy home.
i cannot go home hospital doctor gives okay ,I cannot go home from the hospital until my doctor gives the okay.
the presidents untimely death thrown country chaos ,The president's untimely death has thrown the country into chaos.
do unto others would like unto you ,Do unto others as you would like them to do unto you.
janice ignored holiness environment behaved untoward manner church ,Janice ignored the holiness of her environment and behaved in an untoward manner in church.
the captured lion longed days lived untrammeled wideopen grasslands ,The captured lion longed for the days when he lived untrammeled in the wide-open grasslands.
the rumor untrue lot people believed lie ,"The rumor was untrue, but a lot of people believed the lie."
because unusable chef decided throw broken mixer trash can ,"Because it is unusable, the chef decided to throw the broken mixer into the trash can."
please place unused towels back rack next customer ,Please place any unused towels back on the rack for the next customer.
it isnt unusual employee take work since likes stay home least week ,It isnt unusual for the employee to take off from work since she likes to stay home at least once a week.
unusually hot weather meant swimming snow november ,Unusually hot weather meant that there was swimming but no snow in November.
the man lashed unutterable rage scared everyone parking lot ,The man lashed out in an unutterable rage that scared everyone in the parking lot.
athens agreed leave city unvanquished long sparta agreed attack again ,Athens agreed to leave the city unvanquished as long as Sparta agreed not to attack again.
even children wont listen her calm teacher remains composed unruffled ,"Even when the children wont listen to her, the calm teacher remains composed and unruffled."
eli whitney unveiled special machine crowd would change way cotton processed ,Eli Whitney unveiled a special machine to the crowd that would change the way that cotton was processed.
although punishment seems unwarranted mother right discipline child sees fit ,"Although the punishment seems unwarranted, the mother has the right to discipline her child as she sees fit."
although afraid wolf third pig seemed unwary ,"Although he should have been afraid of the wolf, the third pig seemed unwary."
the runner unwavering decision run marathon ,The runner was unwavering on his decision to run a marathon.
the young boy found difficult hold unwieldy ball huge size ,The young boy found it difficult to hold the unwieldy ball because of its huge size.
after long day work waitress needed put feet unwind ,"After a long day at work, the waitress needed to put her feet up and unwind."
even though book smart foolish girl continued make unwise money decisions ,"Even though she was book smart, the foolish girl continued to make unwise money decisions."
the unwitting buyer clue interest rate long pay loan ,The unwitting buyer has no clue what her interest rate is or how long she will have to pay on the loan.
not realizing sick passenger unwittingly spread cold man sitting next her ,"Not realizing she was sick, the passenger unwittingly spread her cold to the man sitting next to her."
since bill rarely came church even priest shocked unwonted appearance service ,"Since Bill rarely came to church, even the priest was shocked by his unwonted appearance at the service."
the author unworthy award copied book another writers ideas ,The author is unworthy of the award because she copied her book from another writers ideas.
because oral business agreement unwritten paper prove existed ,"Because the oral business agreement was unwritten, there was no paper to prove it existed."
my unyielding father refused increase allowance ,My unyielding father refused to increase my allowance.
my classroom date computer systems right now ,My classroom has the most up to date computer systems out right now.
the farmers wife sun making sure feed chickens six morning ,"The farmers wife was up with the sun, making sure to feed the chickens before six each morning."
the cheerleaders upbeat attitude got crowd excited ,The cheerleaders upbeat attitude got the crowd excited.
without doubt parents going upbraid passing classes semester ,"Without a doubt, my parents are going to upbraid me for not passing any of my classes this semester."
the thief didnt best upbringing many bad habits date back childhood ,The thief didnt have the best upbringing and many of his bad habits date back to his childhood.
while preparing upcoming wedding bride ordered fresh flowers cake ,"While preparing for her upcoming wedding, the bride ordered fresh flowers and cake."
the doctor assured us would update us dads progress every couple hours ,The doctor assured us that she would update us on dads progress every couple of hours.
the frantic woman upended purse dumping contents search keys ,The frantic woman upended her purse dumping all of the contents out in search of her keys.
its best upfront honest people true intentions ,Its best to be upfront and honest with people about your true intentions.
the sudden closing interstate exit going upheaval local residents ,The sudden closing of the interstate exit is going to be an upheaval for local residents.
the mother coddles grown son always uphold him even wrong ,"The mother coddles her grown son and will always uphold him, even when what he is doing is wrong."
leather upholstery added seats car give different look ,Leather upholstery was added to the seats of the car to give it a different look.
because yard requires much upkeep hired landscaping company keep pretty ,"Because our yard requires so much upkeep, we hired a landscaping company to keep it pretty."
nothing uplift sad childs spirits like twoscoop ice cream cone ,Nothing can uplift a sad childs spirits like a two-scoop ice cream cone.
upon receipt document please give call let know made you ,"Upon receipt of this document, please give me a call to let me know it has made it to you."
the elderly lady uppity woman believed breeding social class made better others ,The elderly lady was an uppity woman who believed her breeding and social class made her better than others.
i never fall asleep i sitting upright position ,I can never fall asleep if I am sitting in an upright position.
the slave uprising led several revolting men women freed masters ,The slave uprising led to several of the revolting men and women to be freed by their masters.
uproar art piece began found fake ,Uproar over the art piece began after it was found to be a fake.
the comedians jokes uproarious i laughed stomach began hurt ,The comedians jokes were so uproarious I laughed until my stomach began to hurt.
news fathers death caused girl become upset ,News of her fathers death caused the girl to become very upset.
the upshot investigation police face charges ,The upshot of the investigation is that the police will not face any charges.
the upside staying crappy hotel rooms cheaper place ,The only upside to staying in the crappy hotel is that the rooms are cheaper than any other place.
because uptight liz spends days worrying things cant fixed ,"Because she is so uptight, Liz spends most of her days worrying about things that cant be fixed."
we continued climb upward stopping reached buildings top floor ,"We continued to climb upward, only stopping when we reached the buildings top floor."
urban farmers finding ways grow food cities little farmland ,Urban farmers are finding ways to grow food in cities with little farmland.
henry urbane traveller visited eighty countries ,Henry is an urbane traveller who has visited over eighty countries.
the suave mans urbanity made shoein young ladies well mothers ,The suave mans urbanity made him a shoe-in with the young ladies as well as their mothers.
urbanization town occur large employers move area ,Urbanization of the town can only occur if large employers move into the area.
the little urchin ran streets new york barefoot looking trouble ,The little urchin ran through the streets of New York barefoot and looking for trouble.
even though wife hates crowded events i tried urge go career fair would help get job ,"Even though my wife hates crowded events, I tried to urge her to go to the career fair because it would help her get a job."
the urgency situation required ambulance called right away ,The urgency of the situation required an ambulance to be called right away.
the bill collector left urgent message hopes debtor would call back right away ,The bill collector left an urgent message in hopes that the debtor would call her back right away.
the telegram sent urgently quickly warn ship iceberg ,The telegram was sent urgently to quickly warn the other ship of the iceberg.
after grandpa cremated ashes placed floral urn safe keeping ,"After my grandpa was cremated, his ashes were placed in a floral urn for safe keeping."
the hairy man resembled grizzly tall ursine woods ,The hairy man resembled a grizzly and was as tall as any ursine in the woods.
the usage car allows us humans travel great distances short amount time something helped us develop civilization quickly ,"The usage of a car allows us humans to travel great distances in a short amount of time, something that has helped us develop as a civilization quickly."
because high cell phone usage decided upgrade better plan ,"Because of our high cell phone usage, we decided to upgrade to a better plan."
my sister sucks much shampoo use whole bottle week ,My sister sucks up so much shampoo; she can use up a whole bottle in a week.
the carpenter able use saw cut boards ,The carpenter was able to use a saw to cut the boards.
my grandmother expects children useful help household chores ,My grandmother expects all children to be useful and help with household chores.
the man must take medicine failing kidneys function usefully ,The man must take medicine for his failing kidneys to function usefully.
if wont take medicine gives you going doctor useless ,"If you wont take the medicine that he gives you, going to the doctor is useless."
guiding man women table usher let couple know waiter would soon ,"Guiding the man and women to their table, the usher let the couple know that their waiter would be there soon."
we give usual trip beach vacation somewhere exotic ,We will give up our usual trip to the beach for a vacation to somewhere exotic.
the woman usually cooks home save money tonight decided splurge takeout ,"The woman usually cooks at home to save money, but tonight has decided to splurge on takeout."
the mans gives wife 30 year usufruct house would go children ,"The mans will gives his wife 30 year usufruct, but after that the house would go to his children."
since lisa could attend dance marie plans usurp title homecoming queen ,"Since Lisa could not attend the dance, Marie had plans to usurp the title of homecoming queen."
when borrowing money check interest rate usury want pay extreme rate interest ,"When borrowing money, check the interest rate for usury because you do not want to pay an extreme rate of interest."
the thing needed seal deal writing utensil sign check ,The only thing needed to seal the deal is a writing utensil to sign the check.
the fertility doctor explained woman could carry baby uterus unusually shaped ,The fertility doctor explained to the woman that she could not carry a baby in her uterus because it is unusually shaped.
because ann sees car utilitarian asset transports her concerned appearance ,"Because Ann sees her car only as a utilitarian asset that transports her, she is not concerned about its appearance."
because focus whole individual needs societies practicing utilitarianism laws like population control ,"Because the focus is on the whole and not individual needs, societies practicing utilitarianism have laws like population control."
the utility vehicle designed carry loads efficiently types trucks ,The utility vehicle was designed to carry loads more efficiently than other types of trucks.
for max utilization space need buy compact storage containers ,"For max utilization of the space, we need to buy compact storage containers."
if utilize time wisely able finish chores lunch ,"If you utilize your time wisely, you will be able to finish all of your chores by lunch."
carrie heavy utilizer facebook uses platform market products ,Carrie is a heavy utilizer of Facebook and uses the platform to market her products.
for secret service agent utmost importance president remains safe ,"For a secret service agent, it is of the utmost importance that the President remains safe."
in janes utopia everyone would wait call princess jane ,"In Janes utopia, everyone would wait on her and call her Princess Jane."
the billionaires utter lack arrogance makes approachable ,The billionaires utter lack of arrogance makes him very approachable.
every utterance coming mouth accused thief made king even angry ,Every utterance coming from the mouth of the accused thief made the king even more angry.
the uxorious husband catered wifes every whim cooking dinner night running bath water morning ,"The uxorious husband catered to his wifes every whim, cooking her dinner at night and running her bath water in the morning."
because vacancy inn mary husband sleep manger ,"Because there was no vacancy at the inn, Mary and her husband had to sleep in a manger."
i share room brother since vacant one air conditioning ,I have to share a room with my brother since the only vacant one does not have air conditioning.
the guards ordered never vacate posts ,The guards were ordered to never vacate their posts.
during vacation mexico man spent time relaxing hammock beach ,"During his vacation in Mexico, the man spent most of his time relaxing in a hammock on the beach."
the vacationer spent summer trip miami beach relaxing ,The vacationer spent most of her summer trip to Miami on the beach relaxing.
a vaccination schedule set infant could receive needed shots ,A vaccination schedule was set up so that the infant could receive all her needed shots.
the first vaccine created scientist looking substance would prevent people getting smallpox ,The very first vaccine was created by a scientist looking for a substance that would prevent people from getting smallpox.
if ask paula choose restaurant lunch vacillate restaurants forever ,"If you ask Paula to choose a restaurant for lunch, she will vacillate between restaurants forever."
the scarecrows vacuity led people assume didnt brain ,The Scarecrows vacuity led most people to assume that he didnt have a brain.
a vacuole small cavity fluid inside cell keeps fluid stored needed cell ,A vacuole is a small cavity of fluid inside a cell that keeps that fluid stored until it is needed by the cell.
there substance vacuous claim property ,There is no substance to her vacuous claim on the property!
it took party planner hour vacuum confetti littering dance floor ,It took the party planner an hour to vacuum all the confetti littering the dance floor.
gandhi famous vagabond wandered place place spreading words love independence nonviolence ,"Gandhi was a famous vagabond who wandered from place to place spreading words of love, independence, and nonviolence."
when manic phase vagarious womans behavior quite unpredictable ,"When in a manic phase, the vagarious womans behavior was quite unpredictable."
when temperature dropped freezing conditions summer day vagary weather ,"When the temperature dropped to freezing conditions on a summer day, it was a vagary of the weather."
the vagrant appear work frequently asks tourists money ,The vagrant does not appear to work and frequently asks tourists for money.
my blind dates vague description help locate crowded restaurant ,My blind dates vague description did not help me locate him in the crowded restaurant.
because amy heavily sedated vaguely remembered hospital stay ,"Because Amy was heavily sedated, she only vaguely remembered her hospital stay."
citizens vail flag mourning important political figures pass away ,Citizens vail the flag in mourning when important political figures pass away.
after vera failed class obvious long hours studying vain ,"After Vera failed the class, it was obvious her long hours of studying were in vain."
the vainglorious trainer spent time flexing muscles helping build clients ,The vainglorious trainer spent more time flexing his own muscles than he did helping build his clients.
the student filled vainglory harvard admission made several copies acceptance letter sent relatives ,The student was filled with such vainglory over his Harvard admission that he made several copies of his acceptance letter and sent them to all of his relatives.
after staying late watch horror films friends aria vainly tried fall asleep haunted bloody scenes movie ,"After staying up late to watch horror films with her friends, Aria vainly tried to fall asleep but was haunted by the bloody scenes from the movie."
the children picked wildflowers played wide vale cottage mountains ,The children picked wildflowers and played in the wide vale between their cottage and the mountains.
jane waited valediction stormed house without single word wave goodbye ,"Jane waited for his valediction, but his stormed out of house without a single word or wave goodbye."
the valedictorian impressive gpa earned admission top 3 ivy league schools ,The valedictorian had an impressive GPA that earned her admission to all of the top 3 Ivy League schools.
before president leaves white house forever makes valedictory broadcasted major television networks ,"Before the president leaves the White House forever, he makes a valedictory that is broadcasted on all major television networks."
in order figure two chemicals bond first must find valence looking number electrons involved ,"In order to figure out if two chemicals will bond, first you must find the valence by looking at the number of electrons involved."
ariel confessed love best friend valentine scared send it ,Ariel confessed her love to her best friend in a valentine but was too scared to send it.
mark handed car keys valet grabbed suitcase went check hotel ,"Mark handed his car keys to the valet, grabbed his suitcase, and went to check in at the hotel."
every time felt even little bit sick valetudinarian would immediately look symptoms webmd schedule doctors appointment ,"Every time he felt even a little bit sick, the valetudinarian would immediately look up his symptoms on WebMD and schedule a doctors appointment."
the valiant police officer willing take entire gang save little girl ,The valiant police officer was willing to take on the entire gang to save the little girl.
during debate current politics jenna brought valid point number citizens vote ,"During their debate on current politics, Jenna brought up a valid point about the number of citizens who do not vote."
in order validate story told friends investigate truth matter ourselves ,"In order to validate the story we had been told by our friends, we had to investigate the truth of the matter for ourselves."
after validation rental application completed show properties available ,"After validation of your rental application is completed, we will show you which properties we have available."
the validity suspects story questionable thought lying ,The validity of the suspects story was questionable to those who thought he was lying.
the horses run lush green valley pause drink stream ,The horses run through the lush green valley and pause to drink from the stream.
the soldiers valor earned medal honor ,The soldiers valor earned him a medal of honor.
in many fairy tales knights valorous warriors enter battle nothing bravery sharp sword ,"In many fairy tales, knights are valorous warriors who enter into not battle with nothing but bravery and a sharp sword."
the elderly woman took old painting expert estimate worth surprised valuable was ,The elderly woman took an old painting to an expert to estimate its worth and was surprised at how valuable it was.
after living college brielle started value small things mother her like laundry washing dishes cooking meals ,"After living on her own during college, Brielle started to value all the small things her mother did for her, like laundry, washing the dishes, and cooking her meals."
the value ring much higher collector expected able sell nice profit ,"The value of the ring was much higher than the collector expected, so he was able to sell it for a nice profit."
the firefighters connected hose fire hydrant opened valve release water ,The firefighters connected the hose to the fire hydrant and opened the valve to release the water.
feeling uncomfortable room full strangers couple decided vamoose head home ,"Feeling uncomfortable in the room full of strangers, the couple decided to vamoose and head home."
the couple charged vandalism carving initials famous sculpture ,The couple was charged with vandalism after carving their initials into a famous sculpture.
the vane woman front drivethru kept changing order ,The vane woman in front of me at the drive-thru kept changing her order.
as soon residents village saw vanguard kings forces heading way ran hid ,"As soon as the residents of the village saw the vanguard of the kings forces heading their way, they ran and hid."
this vehicle vanilla driver likes lot bells whistles exclusive features ,"This vehicle is too vanilla for a driver who likes a lot of bells, whistles, and exclusive features."
the child watched wonder magician made coin vanish behind ear ,The child watched in wonder as the magician made the coin vanish from behind his ear.
because vanity caused many girls late classes mirrors removed restrooms ,"Because vanity had caused too many girls to be late for classes, all mirrors were removed from the restrooms."
in movies superheroes usually vanquish villains ,"In the movies, the superheroes usually vanquish the villains."
from vantage point roof i could make advancing troops ,From my vantage point on the roof I could make out the advancing troops.
pointing vanward general instructed soldiers move toward front line ,"Pointing vanward, the general instructed the soldiers to move toward the front of the line."
to me baseball vapid sport quickly puts sleep ,"To me, baseball is a vapid sport that quickly puts me to sleep."
mariah breathed cleansing vapor steam room instantly felt relaxed ,Mariah breathed in the cleansing vapor of the steam room and instantly felt more relaxed.
vaporization occurs water subjected extreme heat turns steam ,Vaporization occurs when water is subjected to extreme heat and turns into steam.
if boil water stove long vaporize cook pan completely empty ,"If you boil water on the stove too long, it will vaporize and cook until the pan is completely empty."
the vaquero rode stallion quickly farmland catch heard cows ,The vaquero rode his stallion quickly through the farmland to catch up to the heard of cows.
gas prices known variability increase decrease gallon every day ,Gas prices are known for their variability because they increase and decrease by the gallon every other day.
with variable weather hot today cold tomorrow ,"With this variable weather, it can be hot today and cold tomorrow."
the girls confident pose variance shaky voice ,The girls confident pose was at a variance with her shaky voice.
a variant form virus made traditional methods treatment ineffective ,A variant form of the virus made traditional methods of treatment ineffective.
rugby variation football ,Rugby is a variation of football.
scientists performed experiment many times every time results varied ,Scientists performed the experiment many times but every time the results varied.
calico cats variegated patches fur ,Calico cats have variegated patches of fur.
the small bakery held variety cupcakes pastries muffins exciting flavors like cotton candy passion fruit ,"The small bakery held a variety of cupcakes, pastries, and muffins in exciting flavors like cotton candy and passion fruit."
her shelves filled various books medical dictionaries popular fiction everything between ,Her shelves were filled with various books from medical dictionaries to popular fiction and everything between.
briana stared various flavors chips decide one buy ,Briana stared at the various flavors of chips and couldn't decide which one to buy.
the wealthy family hired varlet answer door usher guests whenever hosted important events ,The wealthy family hired a varlet to answer the door and usher in guests whenever they hosted important events.
temperatures vary city city even state ,"Temperatures vary from city to city, even in the same state."
the vascular system commonly known circulatory system ,The vascular system is more commonly known as the circulatory system.
in blistering cold environments vasoconstriction veins causes blood flow move center body reduces odds freezing death ,"In blistering cold environments, vasoconstriction of the veins causes blood flow to move to the center of the body and reduces odds of freezing to death."
when vassal took oath lord manor knew employer would require tend fields obligation met ,"When the vassal took an oath from the lord of the manor, he knew that his employer would require him to tend to the fields until his obligation was met."
a vast majority kids go rural school live farm nearby ,A vast majority of the kids that go to my rural school live on a farm nearby.
my daughter go near rose bushes vast number bees surrounding flowers ,My daughter will not go near the rose bushes because of the vast number of bees surrounding the flowers.
although humans chimpanzees related theyre vastly different appearance mannerisms ,"Although humans and chimpanzees are related, theyre vastly different in appearance and mannerisms."
they brewed beer large vat transferred barrels age ,They brewed the beer in a large vat and then transferred it into barrels to age.
the psychics predictions werent truly vatic something tells every customer ,The psychics predictions werent truly vatic but something that he tells to every customer.
singers dancers jugglers stood prepared perform vaudeville acts ,"Singers, dancers, and jugglers stood by and prepared to perform their vaudeville acts."
archeologists stumbled upon underground vault filled prim ancient sculptures gold valuables ,"Archeologists stumbled upon an underground vault filled to the prim with ancient sculptures, gold, and other valuables."
china likes vaunt military strength intimidating neighbors ,"China likes to vaunt its military strength, intimidating her neighbors."
military aviators study vector aircraft enemy order calculate intercept ,Military aviators study the vector between their aircraft and the enemy in order to calculate how to intercept.
she helplessly watched car front veer oncoming traffic let breath quickly navigated back proper lane ,She helplessly watched the car in front of her veer into oncoming traffic and let out a breath when they quickly navigated back into the proper lane.
she became vegetarian holiday gave meat lent ,She became a vegetarian over the holiday when she gave up all meat for Lent.
on weekend tired student loved vegetate room hours watching movies eating popcorn fell asleep ,"On the weekend, the tired student loved to vegetate in her room for hours just watching movies and eating popcorn until she fell asleep."
the rolling hills filled sorts vegetation ,The rolling hills were filled with all sorts of vegetation.
because vehemence talking topic civil rights leader known intense speeches ,"Because of his vehemence when talking about the topic, the Civil Rights leader was known for his intense speeches."
i vehement monitoring actions police sought husbands killer ,I was vehement about monitoring the actions of the police as they sought my husbands killer.
the scorned young woman vehemently rejected exboyfriends pleas forgive him ,The scorned young woman vehemently rejected her ex-boyfriends pleas to forgive him.
the little boy looked airport window vehicles lining runway gaped gargantuan metal wings airplanes ,The little boy looked out the airport window at the vehicles lining the runway and gaped at the gargantuan metal wings on the airplanes.
on royal wedding day princess diana wore simple silk veil perfectly complemented elaborate gown ,"On her royal wedding day, Princess Diana wore a simple silk veil that perfectly complemented her elaborate gown."
the phlebotomist tied rubber band around upper arm scanned prominent vein draw blood ,The phlebotomist tied a rubber band around her upper arm and scanned for a prominent vein to draw blood.
he velleity home cooked meal lazy get couch ordered take instead ,He had a velleity for a home cooked meal but he was too lazy to get off the couch and ordered take out instead.
after football played injured knee velocity field decreased ,"After the football played injured his knee, his velocity on the field decreased."
she sunk velvety fur jacket sighed soft fabric caressed skin ,She sunk into the velvety fur jacket and sighed at how the soft fabric caressed her skin.
because mayor venal man problem accepting bribes real estate developers ,"Because the mayor was a venal man, he had no problem accepting bribes from real estate developers."
the kiosks used vend movies people looking interesting flick watch ,The kiosks are used to vend movies to people looking for an interesting flick to watch.
1 the candidates vendetta challenger led question mans character ,1. The candidates vendetta against his challenger led him to question the mans character.
several sites like pinterest offer many vendible craft ideas retirees craftspeople make money crafts ,Several sites like Pinterest offer many vendible craft ideas that retirees and craftspeople can do to make money for their crafts.
the beer vendor set stand outside concert offered variety craft beer sale ,The beer vendor set up his stand outside of the concert and offered a variety of craft beer for sale.
while actress showed photographers warm veneer actually fuming inside ,"While the actress showed the photographers her warm veneer, she was actually fuming inside."
the pope venerable leader recognized commitment helping others ,The Pope is a venerable leader who is recognized for his commitment to helping others.
the bible says venerate parents elders ,The Bible says we should venerate our parents and our elders.
the parishioners veneration priest came respect also blind devotion ,The parishioners veneration for her priest came off as not only respect but also blind devotion.
when jim get justice thought deserved court got vengeance shooting attacker ,"When Jim did not get the justice he thought he deserved in court, he got his own vengeance by shooting his attacker."
the count monte cristo follows vengeful edmond dantes quest destroy lives falsely imprisoned ,The Count of Monte Cristo follows a vengeful Edmond Dantes on his quest to destroy the lives of those who had him falsely imprisoned.
because principal felt boys committed venial offense gave light punishment ,"Because the principal felt the boys had committed a venial offense, he only gave them a light punishment."
skilled hunters shoot several deer season freeze venison eat year long ,Skilled hunters shoot several deer a season and freeze the venison to eat all year long.
the scorpion stores venom tail releases powerful poison stings ,The scorpion stores venom in its tail and releases the powerful poison when it stings.
the park ranger warned campers watch venomous snakes ,The park ranger warned the campers to watch out for venomous snakes.
a vent top chimney allows smoky air escape fresh air enter home ,A vent at the top of the chimney allows smoky air to escape and fresh air to enter the home.
maria opened windows ventilate dusty old basement ,"Maria opened the windows to ventilate the dusty, old basement."
because mines deep within earth poor natural ventilation fresh air rarely reaches far enough clear dust ,"Because mines are so deep within the Earth, they have poor natural ventilation and fresh air rarely reaches far enough to clear the dust."
brielle rushed hospital put ventilator help breathe lung collapsed car accident ,Brielle was rushed to the hospital and put on a ventilator to help her breathe after her lung collapsed during a car accident.
from cruise ship spotted ventral side large migrating whale ,"From the cruise ship, we spotted the ventral side of a large migrating whale."
the children laughed ventriloquist made doll speak without moving lips ,The children laughed as the ventriloquist made the doll speak without moving his lips.
although venture going cost lot money i easily recoup funds three months business successful ,"Although the venture is going to cost me a lot of money, I can easily recoup my funds in three months if the business is successful."
the venturesome couple climbed decided climb mount everest honeymoon ,The venturesome couple climbed decided to climb Mount Everest for their honeymoon.
the bride trouble picking perfect venue reception finally decided beautiful garden estate ,"The bride was having trouble picking the perfect venue for the reception, but finally decided on a beautiful garden estate."
honest� abraham lincoln known veracious president stood truth ,“Honest” Abraham Lincoln was known as a veracious president who stood for truth.
since witness known enemy defendant testimony certainly needs evaluated veracity ,"Since the witness is a known enemy of the defendant, his testimony certainly needs to be evaluated for its veracity."
old southern ladies sit rocking chairs veranda outside front door drink sweet tea ,Old southern ladies sit in rocking chairs on the veranda outside their front door and drink sweet tea.
the author used verbal irony sarcasm writing one thing book actually making different point ,The author used both verbal irony and sarcasm when writing one thing in her book but actually making a different point.
bree hated verbal portion spanish exam knew write words paper speaking loud far difficult ,"Bree hated the verbal portion of her Spanish exam because while she knew how to write the words on paper, speaking the out loud was far more difficult."
do repeat everything i say verbatim ,Do you have to repeat everything I say verbatim?
in attempt confuse jury attorney used lot legal verbiage ,"In an attempt to confuse the jury, the attorney used a lot of legal verbiage."
the verbose man took thirty minutes give simple answer ,The verbose man took thirty minutes to give me a simple answer.
because past arguments political discusses verboten dinner table ,"Because of past arguments, political discusses are verboten at our dinner table."
the fields verdancy showed mossy greens began take pasture ,The fields verdancy showed through as mossy greens began to take over the pasture.
